Location,Crime type,Longitude,Latitude
On or near Glenarm Avenue,Anti-social behaviour,-6.657977,55.194469
On or near North Street,Anti-social behaviour,-5.695695,54.594453
On or near Railway Street,Anti-social behaviour,-6.218029,54.714214
On or near ,Anti-social behaviour,-6.343076,54.193205
On or near Upper English Street,Anti-social behaviour,-6.65347,54.348795
On or near Brookfield Walk,Anti-social behaviour,-5.959255,54.612834
On or near Riversdale Road,Anti-social behaviour,-7.342999,54.977541
On or near Richmond Park,Anti-social behaviour,-5.959291,54.681983
On or near Scotch Street,Anti-social behaviour,-6.773289,54.50193
On or near Kildare Street,Anti-social behaviour,-5.608466,54.260147
On or near Queen Street,Anti-social behaviour,-5.933011,54.599199
On or near Springfield Avenue,Anti-social behaviour,-6.247512,54.101543
On or near Pelham Road,Anti-social behaviour,-7.289145,54.988431
On or near Riversdale Road,Anti-social behaviour,-6.669365,55.135512
On or near Mount Eagles Avenue,Anti-social behaviour,-6.050946,54.555172
On or near Monaghan Road,Anti-social behaviour,-6.66441,54.338647
On or near Crew Hill Court,Anti-social behaviour,-5.611566,54.264387
On or near Westland Way,Anti-social behaviour,-5.94704,54.624838
On or near Hillfoot Crescent,Anti-social behaviour,-5.885091,54.400641
On or near Watson Street,Anti-social behaviour,-6.436767,54.426692
On or near Cahore Heights,Anti-social behaviour,-6.784235,54.789312
On or near Lower Clonard Street,Anti-social behaviour,-5.95223,54.596749
On or near Bramblewood Manor,Anti-social behaviour,-6.254197,54.347748
On or near Movilla Mews,Anti-social behaviour,-5.659582,54.594389
On or near Knockalla Park,Anti-social behaviour,-7.328458,55.030909
On or near Causeway Court,Anti-social behaviour,-6.520555,55.207189
On or near Fairmount Park,Anti-social behaviour,-6.776714,54.504031
On or near Toberhewny Park,Anti-social behaviour,-6.325473,54.453402
On or near Broadlands,Anti-social behaviour,-5.790466,54.73533
On or near Green Drive,Anti-social behaviour,-5.837975,54.860359
On or near Foyle Road,Anti-social behaviour,-7.324506,54.989719
On or near Old Shore Road,Anti-social behaviour,-5.839845,54.706705
On or near Knockbracken Road,Anti-social behaviour,-5.885581,54.543911
On or near Tullynacross Road,Anti-social behaviour,-6.407263,54.275545
On or near Victoria Gardens,Anti-social behaviour,-6.333302,54.469045
On or near Meadowlands,Anti-social behaviour,-5.713773,54.331113
On or near Ballyvester Grove,Anti-social behaviour,-5.662538,54.645134
On or near Magazine Street,Anti-social behaviour,-7.321935,54.996721
On or near Meadow Park,Anti-social behaviour,-7.476249,54.786513
On or near Downshire Road,Anti-social behaviour,-5.78975,54.725667
On or near ,Anti-social behaviour,-6.646715,55.126477
On or near Fitzwilliam Square,Anti-social behaviour,-5.923646,54.584348
On or near ,Anti-social behaviour,-6.214565,54.649996
On or near Barr Cregg,Anti-social behaviour,-7.158906,54.915179
On or near ,Anti-social behaviour,-5.985613,54.669324
On or near Sandy Braes,Anti-social behaviour,-6.596197,54.753718
On or near Scotch Street,Anti-social behaviour,-6.773289,54.50193
On or near George Street,Anti-social behaviour,-6.278889,54.864986
On or near Glenburn Park,Anti-social behaviour,-6.616716,54.755068
On or near Breda Park,Anti-social behaviour,-5.909219,54.560064
On or near Bridge Street,Anti-social behaviour,-6.687494,54.983362
On or near Barnewall Place,Anti-social behaviour,-7.311483,54.990302
On or near Mill Street,Anti-social behaviour,-5.699252,54.593389
On or near Burrendale Park Road,Anti-social behaviour,-5.891343,54.2222
On or near ,Anti-social behaviour,-5.592906,54.63862
On or near Kilmakevit Square,Anti-social behaviour,-6.353398,54.890356
On or near Coolessan Walk,Anti-social behaviour,-6.944669,55.039971
On or near Pool Lane,Anti-social behaviour,-6.342401,54.169862
On or near ,Anti-social behaviour,-5.81292,54.85133
On or near Dobbin Street,Anti-social behaviour,-6.652293,54.345754
On or near Woodland Park,Anti-social behaviour,-6.054394,54.501569
On or near Gortalowry Park,Anti-social behaviour,-6.74506,54.634601
On or near Hollybank Court,Anti-social behaviour,-5.911246,54.688118
On or near Lisnisky Lane,Anti-social behaviour,-6.40621,54.43348
On or near Lecky Road,Anti-social behaviour,-7.333084,54.990584
On or near Ajax Court,Anti-social behaviour,-6.215958,54.722494
On or near Stanfield Drive,Anti-social behaviour,-5.683248,54.589651
On or near John F Kennedy Park,Anti-social behaviour,-6.371586,54.187475
On or near Bracken Avenue,Anti-social behaviour,-5.891082,54.222501
On or near Iniscarn Crescent,Anti-social behaviour,-7.340599,54.994398
On or near Park View,Anti-social behaviour,-6.938786,54.594573
On or near Queen Street,Anti-social behaviour,-5.685695,54.592879
On or near Derrin Park,Anti-social behaviour,-7.648099,54.352553
On or near Churchill Park,Anti-social behaviour,-6.448424,54.431379
On or near Clara Street,Anti-social behaviour,-6.335466,54.466271
On or near Glencolin Close,Anti-social behaviour,-6.018613,54.576713
On or near Rathfriland Street,Anti-social behaviour,-6.267193,54.34701
On or near ,Anti-social behaviour,-6.097082,54.650165
On or near ,Anti-social behaviour,-6.398719,54.930051
On or near Bellevue Park,Anti-social behaviour,-5.941492,54.659264
On or near Botanic Avenue,Anti-social behaviour,-5.932382,54.585657
On or near ,Anti-social behaviour,-5.979306,54.584329
On or near ,Anti-social behaviour,-5.933651,54.595113
On or near Farland Way,Anti-social behaviour,-7.357851,55.015698
On or near South Circular Road,Anti-social behaviour,-5.659397,54.648281
On or near Wanstead Mews,Anti-social behaviour,-5.803751,54.585546
On or near ,Anti-social behaviour,-5.835781,54.584551
On or near Beechgrove Gardens,Anti-social behaviour,-5.947879,54.689032
On or near Coolderry Gardens,Anti-social behaviour,-5.920853,54.664635
On or near Woodburn Crescent,Anti-social behaviour,-6.779428,54.501552
On or near Langley Road,Anti-social behaviour,-5.902322,54.411239
On or near Abbey Road,Anti-social behaviour,-5.529113,54.607699
On or near Henry Street,Anti-social behaviour,-6.766501,54.503828
On or near Eglinton Lane,Anti-social behaviour,-6.651885,55.20422
On or near Fingals Court,Anti-social behaviour,-5.940605,54.600811
On or near Albert Street,Anti-social behaviour,-5.945343,54.598007
On or near Culbane Road,Anti-social behaviour,-6.487597,54.843949
On or near Oldpark Road,Anti-social behaviour,-5.953784,54.616974
On or near ,Anti-social behaviour,-5.81534,54.596493
On or near Pennybridge Industrial Estate,Anti-social behaviour,-6.258415,54.848908
On or near Inverwood Gardens,Anti-social behaviour,-5.872615,54.608602
On or near St. Peters Court,Anti-social behaviour,-5.945161,54.598543
On or near Eglinton Lane,Anti-social behaviour,-6.65202,55.204878
On or near Lisburn Road,Anti-social behaviour,-5.935169,54.588355
On or near Michelin Road,Anti-social behaviour,-5.985439,54.676275
On or near Springvale Gardens,Anti-social behaviour,-5.977928,54.624316
On or near Springfield Road,Anti-social behaviour,-5.987889,54.594427
On or near Church View Drive,Anti-social behaviour,-6.308226,54.380683
On or near Mayfield Court,Anti-social behaviour,-5.982698,54.66746
On or near Spout Gardens,Anti-social behaviour,-7.314524,54.377171
On or near Mount Eagles Avenue,Anti-social behaviour,-6.050946,54.555172
On or near Ormeau Road,Anti-social behaviour,-5.917506,54.57612
On or near Market Lane,Anti-social behaviour,-6.043679,54.510956
On or near Tobar Court,Anti-social behaviour,-6.351474,54.892433
On or near Crosscollyer Street,Anti-social behaviour,-5.928099,54.617283
On or near Mill Road,Anti-social behaviour,-6.215095,54.620939
On or near ,Anti-social behaviour,-5.926981,54.655396
On or near Rinnalea Way,Anti-social behaviour,-6.011996,54.571582
On or near Glasvey Close,Anti-social behaviour,-6.023751,54.557156
On or near Melmore Gardens,Anti-social behaviour,-7.343887,54.997748
On or near Rossdowney Gardens,Anti-social behaviour,-7.298181,54.9916
On or near ,Anti-social behaviour,-5.956934,54.669948
On or near Newry Street,Anti-social behaviour,-6.270588,54.347849
On or near Rushall Road,Anti-social behaviour,-7.276541,54.967436
On or near Andersonstown Road,Anti-social behaviour,-5.979548,54.578511
On or near Gortin Park,Anti-social behaviour,-5.993915,54.99448
On or near Linenhall Street,Anti-social behaviour,-6.65275,54.346343
On or near Springfield Park,Anti-social behaviour,-5.982119,54.599408
On or near Liska Avenue,Anti-social behaviour,-6.349827,54.16106
On or near Mount Oriel Court,Anti-social behaviour,-6.212749,54.718511
On or near Castle Street,Anti-social behaviour,-5.930334,54.599189
On or near ,Anti-social behaviour,-5.956934,54.669948
On or near ,Anti-social behaviour,-6.008249,54.569777
On or near Orchard Road,Anti-social behaviour,-6.216598,54.620566
On or near Donore Crescent,Anti-social behaviour,-6.185528,54.710856
On or near Carnanmore Gardens,Anti-social behaviour,-6.012316,54.565325
On or near Imperial Drive,Anti-social behaviour,-5.906215,54.587282
On or near ,Anti-social behaviour,-5.945968,54.598197
On or near Benburb Road,Anti-social behaviour,-6.709709,54.439583
On or near Saintfield Road,Anti-social behaviour,-5.908959,54.557885
On or near ,Anti-social behaviour,-5.531038,54.472276
On or near Horn Drive,Anti-social behaviour,-6.01017,54.569387
On or near Edenmore Heights,Anti-social behaviour,-7.463327,54.383549
On or near Lisbofin Road,Anti-social behaviour,-6.690032,54.411889
On or near Tildarg Avenue,Anti-social behaviour,-6.008828,54.564558
On or near ,Anti-social behaviour,-6.609476,54.754213
On or near Dufferin Avenue,Anti-social behaviour,-5.670535,54.65944
On or near Violet Street,Anti-social behaviour,-5.957231,54.595468
On or near Kavanagh Court,Anti-social behaviour,-7.34817,55.019842
On or near John Street,Anti-social behaviour,-6.320496,54.749072
On or near Sackville Street,Anti-social behaviour,-7.32179,54.998831
On or near Massereene Street,Anti-social behaviour,-6.218309,54.712421
On or near Seymour Street,Anti-social behaviour,-5.924849,54.597496
On or near Abbeyglen Crescent,Anti-social behaviour,-5.90123,54.679948
On or near Quoile Park,Anti-social behaviour,-5.71708,54.339685
On or near Donaghbrook Avenue,Anti-social behaviour,-6.512563,55.063332
On or near Latharna Houses,Anti-social behaviour,-5.82395,54.850369
On or near Tattysallagh Road,Anti-social behaviour,-7.37383,54.563065
On or near Cabra Road,Anti-social behaviour,-6.076092,54.234898
On or near Wellington Street,Anti-social behaviour,-6.275941,54.865456
On or near Daly Park,Anti-social behaviour,-8.089965,54.481667
On or near Dufferin Avenue,Anti-social behaviour,-5.672675,54.659957
On or near Lawson Park,Anti-social behaviour,-5.442851,54.462803
On or near Scotch Street,Anti-social behaviour,-6.652495,54.347104
On or near Cullybackey Road,Anti-social behaviour,-6.280561,54.865971
On or near Sackville Street,Anti-social behaviour,-7.32179,54.998831
On or near Hillview Park,Anti-social behaviour,-5.9594,54.675183
On or near Princes Crescent,Anti-social behaviour,-5.908806,54.675254
On or near Broomhill Park,Anti-social behaviour,-5.639313,54.659814
On or near Faughanview Park,Anti-social behaviour,-7.133564,54.908731
On or near Glencregagh Road,Anti-social behaviour,-5.905309,54.563645
On or near High Street,Anti-social behaviour,-5.536987,54.642114
On or near Faughanview Park,Anti-social behaviour,-7.133564,54.908731
On or near Sandymount Court,Anti-social behaviour,-5.655216,54.653088
On or near Colinbrook Crescent,Anti-social behaviour,-6.022905,54.569524
On or near ,Anti-social behaviour,-5.887853,54.681046
On or near Killynure Close,Anti-social behaviour,-5.884162,54.513391
On or near Blackstaff Road,Anti-social behaviour,-5.978141,54.580374
On or near O'Kane Park,Anti-social behaviour,-7.312459,54.594326
On or near The Square,Anti-social behaviour,-5.485191,54.544018
On or near Ballywoodan Road,Anti-social behaviour,-5.573612,54.320925
On or near Springhill Avenue,Anti-social behaviour,-5.694067,54.658812
On or near Murob Park,Anti-social behaviour,-6.281791,54.879895
On or near Rossmore,Anti-social behaviour,-7.28929,54.996992
On or near Dunclug Gardens,Anti-social behaviour,-6.271318,54.883223
On or near Castle Street,Anti-social behaviour,-5.930334,54.599189
On or near Albert Road,Anti-social behaviour,-5.808482,54.716564
On or near Arran Gardens,Anti-social behaviour,-5.843545,54.864268
On or near ,Anti-social behaviour,-6.666174,54.546461
On or near ,Anti-social behaviour,-5.955547,54.595727
On or near ,Anti-social behaviour,-6.653272,54.347777
On or near Hillside Gardens,Anti-social behaviour,-5.939626,54.568421
On or near Fir Park,Anti-social behaviour,-6.205878,54.893522
On or near Hollybrook Avenue,Anti-social behaviour,-5.977378,54.665655
On or near Lisfaddan Crescent,Anti-social behaviour,-5.943541,54.597833
On or near Mccraes Brae,Anti-social behaviour,-5.69854,54.766281
On or near Boundary Street,Anti-social behaviour,-5.941147,54.601719
On or near Jamaica Road,Anti-social behaviour,-5.957168,54.617112
On or near Lewis Drive,Anti-social behaviour,-5.891472,54.599848
On or near Riverdale,Anti-social behaviour,-5.822796,54.850681
On or near Aghaboy Gardens,Anti-social behaviour,-6.188806,54.717734
On or near Spinners Court,Anti-social behaviour,-5.755442,54.550003
On or near Old Cullybackey Road,Anti-social behaviour,-6.295974,54.871327
On or near Craigmore Road,Anti-social behaviour,-6.056353,54.511682
On or near Hamill Park,Anti-social behaviour,-6.003331,54.57958
On or near Elm Close,Anti-social behaviour,-7.285133,54.972409
On or near ,Anti-social behaviour,-6.333521,54.47239
On or near ,Anti-social behaviour,-6.941723,55.049072
On or near Ballysallagh Road,Anti-social behaviour,-6.127975,54.395757
On or near Sinton Park,Anti-social behaviour,-6.413625,54.352052
On or near Glengall Street,Anti-social behaviour,-5.93543,54.595116
On or near Hill Street,Anti-social behaviour,-6.220183,54.621086
On or near Mary Street,Anti-social behaviour,-5.940706,54.257855
On or near ,Anti-social behaviour,-6.674564,54.841885
On or near Fairview Avenue,Anti-social behaviour,-7.631708,54.343602
On or near Ballysillan Avenue,Anti-social behaviour,-5.970727,54.630853
On or near Holly Hill,Anti-social behaviour,-6.300111,54.461511
On or near ,Anti-social behaviour,-5.923853,54.58454
On or near Ballymullarty Road,Anti-social behaviour,-7.374645,54.753962
On or near Upper Irish Street,Anti-social behaviour,-6.656987,54.347037
On or near Craigmore Road,Anti-social behaviour,-6.056353,54.511682
On or near Orangefield Drive,Anti-social behaviour,-6.635993,54.344322
On or near Ashfield Gardens,Anti-social behaviour,-7.320282,54.497988
On or near Donegall Road,Anti-social behaviour,-5.934882,54.589437
On or near Lansdowne Lane,Anti-social behaviour,-6.65762,55.210213
On or near Church Place,Anti-social behaviour,-6.334306,54.463704
On or near Sandy Row,Anti-social behaviour,-6.441213,54.422032
On or near Carlton Heights,Anti-social behaviour,-5.637151,54.64686
On or near ,Anti-social behaviour,-5.48618,54.544272
On or near Laurel Heights,Anti-social behaviour,-6.449808,54.369422
On or near ,Anti-social behaviour,-6.012417,54.568318
On or near Shiels Institution,Anti-social behaviour,-6.764453,54.510312
On or near Rathlin Drive,Anti-social behaviour,-7.344713,54.991204
On or near Abercorn Place,Anti-social behaviour,-7.322647,54.991559
On or near Mill Street,Anti-social behaviour,-5.699252,54.593389
