Official Name,Add_1,Add_2,Add_3,County,Ethos,DEIS,Number of Males in 2014,Number of Females in 2014,Total number of Students in 2014,xcoord,ycoord,Long,Lat,Roll_No
KILTEELY N S,KILTEELY,CO LIMERICK,,Limerick,CATHOLIC,N,12,13,25,172965,141121,-8.39833,52.5209,14005M
FEDAMORE N S,FEDAMORE,KILLMALLOCK,CO LIMERICK,Limerick,CATHOLIC,N,18,13,31,158993,143899,-8.60452,52.545,14067L
S N MOLUA B,ARDAGH,CO LIMERICK,,Limerick,CATHOLIC,N,58,52,110,127993,138988,-9.06039,52.4976,14075K
NICKER N S,NICKER,OLDPALLAS,CO LIMERICK,Limerick,CATHOLIC,N,69,53,122,176592,145534,-8.3452,52.5607,14231V
BALLYLANDERS N S,KILMALLOCK,CO LIMERICK,,Limerick,CATHOLIC,Y,56,65,121,176449,124373,-8.34582,52.3705,14305B
SCOIL NEASSAIN,MUNGRET,LIMERICK,,Limerick,CATHOLIC,N,370,351,721,154794,153467,-8.66772,52.6306,14409N
DOON CONVENT N S,DOON,CO LIMERICK,,Limerick,CATHOLIC,N,46,80,126,183579,150237,-8.2424,52.6032,14625T
CAHERLINE N S,CAHERLINE,CAHERCONLISH,CO LIMERICK,Limerick,CATHOLIC,N,89,74,163,169251,146431,-8.45354,52.5684,15226K
SCOIL AN SPIORAID NAOMH,ROXBOROUGH,BALLYSHEEDY,CO LIMERICK,Limerick,CATHOLIC,N,138,140,278,157706,150901,-8.62439,52.6078,15680J
ATHEA N SCHOOL,ATHEA,CO LIMERICK,,Limerick,CATHOLIC,N,76,72,148,112710,135085,-9.28437,52.4603,15685T
BILBOA N SCHOOL,BILBOA,CAPPAGHAMORE,CO LIMERICK,Limerick,CATHOLIC,N,61,49,110,180350,153688,-8.29026,52.6341,15692Q
CLOVERFIELD N S,CLOVERFIELD,DROMCHAOIN,CO LIMERICK,Limerick,CATHOLIC,N,33,28,61,172523,145092,-8.40517,52.5565,15700M
DONOUGHMORE N S,DONOUGHMORE,LIMERICK,,Limerick,CATHOLIC,N,115,93,208,160150,153776,-8.58865,52.6338,16118M
DROMTRASNA N S,ABBEYFEALE,CO LIMERICK,,Limerick,CATHOLIC,N,81,73,154,114814,124363,-9.25069,52.3643,16237U
MEENKILLY N S,ABBEYFEALE,CO LIMERICK,,Limerick,CATHOLIC,N,30,29,59,113952,121624,-9.26264,52.3396,16239B
ABBEYFEALE B N S 1,ABBEYFEALE,CO LIMERICK,,Limerick,CATHOLIC,N,145,0,145,111404,126800,-9.30139,52.3857,16264A
SCOIL NA MBEARNAN,PALLASAGREEN,CO LIMERICK,,Limerick,CATHOLIC,N,41,20,61,177661,142848,-8.32925,52.5366,16439J
SCOIL ATHAIN,LISNAGRY,CO LIMERICK,,Limerick,CATHOLIC,N,92,94,186,167429,157546,-8.48151,52.6682,16508C
SCOIL NAOMH IOSAF,ADARE,CO LIMERICK,,Limerick,CATHOLIC,N,133,0,133,146251,145703,-8.79264,52.5601,16712B
SCOIL NA MBRAITHRE,DOON,CO LIMERICK,,Limerick,CATHOLIC,Y,58,0,58,183552,150523,-8.24281,52.6058,16713D
KILMEEDY N S,KILMEEDY,CO LIMERICK,,Limerick,CATHOLIC,N,12,18,30,137615,129662,-8.91697,52.415,16764U
SCOIL NAOMH IDE,ATH NA FUINNSEOIGE,BEALACH CO LUIMNI,,Limerick,CATHOLIC,N,10,11,21,127859,123711,-9.05907,52.3603,16896O
SCOIL NA NAOINEAN,EAS GEIPHTINE,CO LUIMNI,,Limerick,CATHOLIC,N,51,44,95,133567,150316,-8.98058,52.6001,16913L
CONVENT OF MERCY N S,ABBEYFEALE,CO LIMERICK,,Limerick,CATHOLIC,N,0,146,146,111824,126925,-9.29525,52.3869,17060M
SCOIL SEAN TSRAIDE,ATH DARA,CO LUIMNI,,Limerick,CATHOLIC,N,69,77,146,143309,146991,-8.83624,52.5713,17068F
SCOIL MHUIRE,GLEANN RUADH,KILMALLOCK,CO LIMERICK,Limerick,CATHOLIC,N,12,5,17,172189,118767,-8.4079,52.3199,17076E
SCOIL CRE CUMHRA,PATRICKS WELL,CO LIMERICK,,Limerick,CATHOLIC,N,100,93,193,154629,147460,-8.66934,52.5766,17101A
SCOIL CILL COLMAIN,ARD ACHADH,CO LUIMNI,,Limerick,CATHOLIC,N,56,52,108,126400,142918,-9.08471,52.5327,17138A
ATHLACCA N S,ATHLACCA,KILMALLOCK,CO LIMERICK,Limerick,CATHOLIC,N,51,53,104,156091,134100,-8.64601,52.4567,17155A
OOLA NATIONAL SCHOOL,OOLA,TIPPERARY,,Limerick,CATHOLIC,N,56,37,93,182289,142278,-8.26101,52.5317,17184H
SCOIL NAIS CNOC AINE,CNOC AINE,OSPUIDEAL,CO LUIMNI,Limerick,CATHOLIC,N,57,63,120,167869,135697,-8.47288,52.4719,17212J
KILBEHENNY N S,KILBEHENNY,MITCHELSTOWN,CO CORK,Limerick,CATHOLIC,N,22,27,49,185218,116463,-8.21671,52.2997,17298W
SCOIL MHUIRE,EFFIN,KILLMALLOCK,CO LIMERICK,Limerick,CATHOLIC,N,51,66,117,158603,121949,-8.60755,52.3477,17299B
SCOIL BAILE AN AIRD,BAILE AN AIRD,KILMALLOCK,CO LIMERICK,Limerick,CATHOLIC,N,48,51,99,168219,140642,-8.46821,52.5163,17364J
SHANAGOLDEN N S,SHANAGOLDEN,CO LIMERICK,,Limerick,CATHOLIC,N,69,76,145,125854,146769,-9.09362,52.5673,17438M
SCOIL NAIS CATHAIR CHINN LIS,CATHAIRCINNLIS,CAHERCONLISH,CO LIMERICK,Limerick,CATHOLIC,N,56,54,110,167747,149269,-8.476,52.5938,17487C
SCOIL NAOMH MHUIRE,CNOC UI COILEAIN,ABBEYFEALE,CO LIMERICK,Limerick,CATHOLIC,Y,14,15,29,117686,119553,-9.20736,52.3215,17593B
SCOIL TOBAR PADRAIG,TOBAR PHADRAIG,LUIMNEACH,,Limerick,CATHOLIC,N,79,70,149,151680,150130,-8.71323,52.6004,17738B
GEAROID UI GHRIOBHTHA,LOUGHILL,MOUNTRENCHARD,CO LIMERICK,Limerick,CATHOLIC,N,33,22,55,119513,149972,-9.1879,52.5951,17814O
SCOIL CILL CHURNAIN,KILCORNAN,CO LIMERICK,,Limerick,CATHOLIC,N,62,34,96,140205,151904,-8.8829,52.6152,17871D
SCOIL MOIN A LIN,CASTLEROY,LIMERICK,,Limerick,CATHOLIC,N,378,339,717,162866,156449,-8.54884,52.658,17937H
SCOIL O CURAIN B,NEWCASTLEWEST,CO LIMERICK,,Limerick,CATHOLIC,N,233,1,234,128194,134070,-9.05637,52.4535,17951B
S N GLEANN NA GCREABHAR,GLEANN NA GCREABHAR,CILL MOCHEALLOG,CO LUIMNI,Limerick,CATHOLIC,N,31,25,56,180400,120760,-8.28759,52.3382,17981K
SCOIL AILBHE,CATHAIR AILBHE,BALLYBRICKEN GRANGE,KILLMALLOCK  LIMERICK,Limerick,CATHOLIC,N,73,58,131,166085,144444,-8.50003,52.5504,18030I
SCOIL CNOC LOINGE  B,KNOCKLONG,CO LIMERICK,,Limerick,CATHOLIC,N,61,57,118,171840,130608,-8.41401,52.4263,18142T
CASTLECONNELL N S,CASTLECONNEL,CO LIMERICK,,Limerick,CATHOLIC,N,128,79,207,166574,162625,-8.49466,52.7138,18161A
SCOIL AINE NAOFA,RATH CAOLA,CO LUIMNI,,Limerick,CATHOLIC,Y,46,131,177,136259,141857,-8.93923,52.5244,18177P
SCOIL NAOMH MUIRE,BEAL ATHA DA THUILLE,CO LUIMNI,,Limerick,CATHOLIC,N,24,11,35,118730,145799,-9.19843,52.5575,18236F
SCOIL MHUIRE,BEAL AN ATHA,RATHLUIRC,CO CORK,Limerick,CATHOLIC,N,68,60,128,133989,121984,-8.96875,52.3456,18260C
S N TOINN AN TAIRBH,CAPPAMORE,CO LIMERICK,,Limerick,CATHOLIC,N,69,66,135,174633,149214,-8.37437,52.5937,18367U
SCOIL IDE NAOFA,RAITHINEACH,BEALACH,CO LUIMNI,Limerick,CATHOLIC,N,43,47,90,128999,125386,-9.04269,52.3755,18426K
S N LIOS NA GROI,LISNAGRY,CO LIMERICK,,Limerick,CATHOLIC,N,149,133,282,165388,158861,-8.51182,52.6799,18516L
ASKEATON SENIOR NS,ASKEATON,CO LIMERICK,,Limerick,CATHOLIC,N,57,47,104,133542,150312,-8.98095,52.6001,18530F
S N MA RUA,MA RUA,CO LUIMNI,,Limerick,CATHOLIC,N,90,81,171,173124,155420,-8.39715,52.6494,18600A
SCOIL MHUIRE,ACHADH LIN,BALLINGARRY,CO LIMERICK,Limerick,CATHOLIC,N,74,45,119,136244,135197,-8.93818,52.4646,18612H
SCOIL NAOMH IOSEF,RATHKEALE,CO LIMERICK,,Limerick,CATHOLIC,Y,70,0,70,136302,141937,-8.93861,52.5252,18653V
S N CILL LACHTAIN,NEWCASTLEWEST,CO LIMERICK,,Limerick,CATHOLIC,N,49,66,115,124340,132939,-9.1128,52.4428,18708U
S N CIARAIN,CILLFIOBHNAI,ATH DARA,CO LUIMNI,Limerick,CATHOLIC,N,24,22,46,145380,140485,-8.80462,52.5131,18717V
SN NAOMH IOSEF,BALLYBROWN,CLARINA,CO LIMERICK,Limerick,CATHOLIC,N,149,121,270,150568,154867,-8.73035,52.6428,19272O
S N BEAL ATHA GREAN,KILMALLOCK,CO LIMERICK,,Limerick,CATHOLIC,N,45,51,96,146677,128396,-8.78359,52.4046,19323F
SCOIL PHOIL NAOFA,DOORADOYLE,LIMERICK,,Limerick,CATHOLIC,N,334,326,660,155936,154191,-8.65095,52.6372,19336O
MILFORD GRANGE N SCHOOL,MILFORD,CASTLETROY,CO LIMERICK,Limerick,CATHOLIC,N,242,260,502,161699,158029,-8.56627,52.6722,19800N
GAELSCOIL O DOGHAIR,CAISLEAN NUA THIAR,CO LUIMNIGH,,Limerick,CATHOLIC,N,123,114,237,128026,134472,-9.05893,52.457,19883U
HOSPITAL NS,HOSPITAL,CO LIMERICK,,Limerick,CATHOLIC,N,88,95,183,170637,136519,-8.43222,52.4794,19952N
ST JOSEPHS,DRUMCOLLOGHER,CHARLEVILLE,CO LIMERICK,Limerick,CATHOLIC,N,53,52,105,138580,121022,-8.90121,52.3375,19966B
SCOIL CHRIOST AN SLANAITHEOIR,BAILE AN GHARRAI,CO LUIMNIGH,,Limerick,CATHOLIC,N,74,90,164,141522,135905,-8.86064,52.4715,20094A
ST FERGUS PRIMARY SCHOOL,GLIN,CO LIMERICK,,Limerick,CATHOLIC,N,56,52,108,113077,146940,-9.28207,52.5669,20102T
SCOIL DEAN CUSSEN,BRU NA NDEISE,CO LUIMNIGH,,Limerick,CATHOLIC,N,148,154,302,162621,135896,-8.55014,52.4733,20133H
GAELSCOIL CHALADH AN TREOIGH,CHALADH AN TREOIGH,LUIMNEACH,,Limerick,CATHOLIC,N,119,133,252,162908,156336,-8.5482,52.657,20148U
LIMERICK CITY EAST EDUCATE TOGETHER,Mungret College,Mungret,County Limerick,Limerick,MULTI DENOMINATIONAL,N,87,101,188,153932,153481,-8.68046,52.6307,20175A
SCOIL MOCHEALLÓG,KILMALLOCK,CO LIMERICK,,Limerick,CATHOLIC,N,150,153,303,160719,128084,-8.57721,52.403,20193C
