STREET NAME / ADDRESS,DATE GRANTED
CABRA PARK,21-May-12
HOLLYBROOK ROAD,21-May-13
AILESBURY PARK,01-Jun-13
NORTHBROOK AVENUE,01-Jun-13
GORDON STREET,21-May-12
HOLLYBANK ROAD,21-May-12
MOUNTPLEASANT TERRACE,21-May-13
OAKLANDS PARK,21-May-12
EDENVALE ROAD,21-May-12
CAMBRIDGE ROAD,21-May-13
LONG LANE,22-May-13
DUNVILLE AVENUE,22-May-12
HAROLD'S CROSS ROAD,22-May-13
SOMERSET STREET,22-May-12
AVONDALE AVENUE,22-May-12
EGLINTON ROAD,22-May-12
BRIGHTON SQUARE,22-May-12
EATON SQUARE,01-Jun-13
ESTATE AVENUE,01-Jun-13
DAVID ROAD,01-Jun-13
DAVID ROAD,01-Jun-13
LANSDOWNE PARK,01-Jun-12
WIGAN ROAD,01-Jun-12
BROOKFIELD STREET,01-Jun-12
GROSVENOR SQUARE,01-Jun-12
CADOGAN ROAD,01-Jun-12
SYNNOTT PLACE,01-Jun-12
BRIGHTON ROAD,01-Jun-12
NEW WAPPING STREET,01-Jun-12
MURTAGH ROAD,01-Jun-12
CHELMSFORD ROAD,15-Jun-12
DAVID ROAD,15-Jun-12
DARGLE ROAD,15-Jun-12
PEMBROKE GARDENS,15-Jun-12
DARGLE ROAD,15-Jun-12
WALWORTH ROAD,15-Jun-12
GRANGEGORMAN UPPER,15-Jun-12
GROVE PARK,15-Jun-12
ARDAGH ROAD,22-May-12
MERLYN PARK,22-May-13
HAROLD'S CROSS ROAD,22-May-12
CHARLES STREET GREAT,23-May-13
PEARSE SQUARE,23-May-12
BELGRAVE SQUARE,23-May-13
MERTON DRIVE,23-May-13
BELGRAVE SQUARE,23-May-13
DARTMOUTH SQUARE,23-May-13
MERTON DRIVE,23-May-13
CLAREMONT ROAD,23-May-12
MOUNT PLEASANT AVENUE UPPER,23-May-12
WELLINGTON STREET LOWER,23-May-13
LENNOX PLACE,23-May-12
GROSVENOR SQUARE,02-Jun-13
FERRARD ROAD,02-Jun-13
FERRARD ROAD,02-Jun-13
VIKING ROAD,02-Jun-13
LEINSTER STREET NORTH,02-Jun-13
FLORENCE STREET,02-Jun-12
LEESON STREET UPPER,02-Jun-13
TERENURE CAR PARK,02-Jun-13
OLIVER BOND STREET,02-Jun-12
GLENGARRIFF PARADE,02-Jun-12
MOUNT PLEASANT AVENUE UPPER,02-Jun-12
BELMONT PARK,02-Jun-12
GRAY SQUARE,02-Jun-12
WIGAN ROAD,02-Jun-13
MOUNTAIN VIEW ROAD,06-Jun-13
REUBEN STREET,06-Jun-13
EATON SQUARE,06-Jun-13
REUBEN STREET,06-Jun-13
VICTORIA AVENUE,06-Jun-13
CLYDE ROAD,06-Jun-13
MALONE GARDENS,06-Jun-12
HOME VILLAS,06-Jun-12
FLORENCE STREET,06-Jun-12
SAINT PATRICK'S ROAD,06-Jun-12
HOGAN PLACE,15-Jun-12
FRANCIS STREET,15-Jun-12
CHELMSFORD AVENUE,15-Jun-13
GROSVENOR PLACE,15-Jun-13
BOW STREET,15-Jun-12
DARGLE ROAD,15-Jun-13
EMOR STREET,15-Jun-13
EATON ROAD,15-Jun-12
MILITARY ROAD,15-Jun-12
INNISFALLEN PARADE,15-Jun-12
"SANDFORD AVENUE,D.8",15-Jun-12
DARGLE ROAD,15-Jun-12
GROSVENOR PLACE,26-May-13
DANIEL STREET,26-May-13
JOHN DILLON STREET,26-May-13
MOUNT PLEASANT AVENUE UPPER,26-May-13
MOREHAMPTON ROAD,26-May-13
INCHICORE ROAD,26-May-13
CABRA PARK,26-May-12
MUNSTER STREET,26-May-12
BLOOMFIELD AVENUE (D.4),26-May-12
BLOOMFIELD AVENUE,26-May-13
CASIMIR AVENUE,26-May-12
LEINSTER ROAD,26-May-12
OAKLANDS PARK,03-Jun-13
OAKLANDS PARK,03-Jun-13
OAKLANDS PARK,03-Jun-13
OLAF ROAD,03-Jun-13
OAKLANDS PARK,03-Jun-12
SOUTH LOTTS ROAD,03-Jun-13
AVONDALE AVENUE,03-Jun-12
VAVASOUR SQUARE,03-Jun-12
NORSEMAN PLACE,03-Jun-12
BELGRAVE ROAD,03-Jun-12
ANNA VILLA,03-Jun-12
LEO AVENUE,03-Jun-12
SYNGE STREET,03-Jun-12
ELGIN ROAD,03-Jun-12
VICTORIA AVENUE,03-Jun-12
SAINT KEVIN'S ROAD,03-Jun-13
FITZGERALD STREET,03-Jun-12
OLAF ROAD,03-Jun-12
OAKLANDS PARK,03-Jun-13
RICHMOND STREET SOUTH,03-Jun-12
ARBUTUS PLACE,07-Jun-13
AILESBURY ROAD,07-Jun-13
EATON SQUARE,07-Jun-12
EATON SQUARE,07-Jun-13
REUBEN STREET,07-Jun-13
HARCOURT TERRACE,07-Jun-13
GRAND CANAL STREET UPPER,07-Jun-13
EGLINTON ROAD,07-Jun-12
FAIRVIEW AVENUE LOWER,07-Jun-13
LEESON PARK AVENUE,07-Jun-13
FAIRVIEW AVENUE LOWER,07-Jun-13
GRAND CANAL STREET UPPER,07-Jun-13
BLOOMFIELD AVENUE,07-Jun-13
LEINSTER STREET NORTH,07-Jun-13
DARTMOUTH SQUARE,07-Jun-13
NORTHBROOK AVENUE LOWER,07-Jun-13
SAINT BRIGID'S ROAD UPPER,07-Jun-13
KENILWORTH SQUARE,07-Jun-12
SAINT IGNATIUS ROAD,07-Jun-12
RUGBY ROAD,07-Jun-12
ESTATE AVENUE,07-Jun-12
OVOCA ROAD,07-Jun-12
NORTH CIRCULAR ROAD,07-Jun-12
MOUNT PLEASANT AVENUE UPPER,07-Jun-12
WATERLOO ROAD,07-Jun-12
MACKEN STREET,07-Jun-13
ASHFIELD ROAD,16-Jun-13
CHELMSFORD AVENUE,16-Jun-13
ORMOND ROAD SOUTH,16-Jun-13
PRINCE ARTHUR TERRACE,16-Jun-13
ǁRD RIGH ROAD,16-Jun-13
ǁRD RIGH ROAD,16-Jun-13
NORFOLK ROAD,16-Jun-12
DARGLE ROAD,16-Jun-13
DARGLE ROAD,16-Jun-13
BEECHWOOD AVENUE LOWER,16-Jun-13
BRIGHTON ROAD,26-May-12
BEECHWOOD PARK,26-May-12
ADELAIDE ROAD,26-May-12
EARL STREET SOUTH,26-May-12
BONHAM STREET,26-May-12
MOREHAMPTON ROAD,28-May-13
YORK AVENUE,28-May-13
REUBEN STREET,28-May-13
VIKING ROAD,28-May-13
MUNSTER STREET,28-May-13
LEINSTER STREET NORTH,28-May-13
VICTORIA STREET,28-May-13
BERKELEY ROAD,28-May-12
MOUNTPLEASANT AVENUE LOWER,28-May-13
ALBERT PLACE EAST,28-May-12
SAINT KEVIN'S ROAD,28-May-12
MOUNTJOY STREET MIDDLE,28-May-13
HADDINGTON ROAD,28-May-12
BELGRAVE ROAD,28-May-12
BROOKFIELD ROAD,28-May-13
WARREN STREET,28-May-12
PEMBROKE PARK,29-May-13
PERCY PLACE,29-May-13
OVOCA ROAD,04-Jun-13
BEECHWOOD AVENUE LOWER,04-Jun-13
BROOKVALE ROAD,04-Jun-13
CASIMIR ROAD,04-Jun-13
BERKELEY ROAD,04-Jun-12
ROYAL CANAL BANK,04-Jun-13
GARVILLE AVENUE UPPER,04-Jun-12
PRINCE ARTHUR TERRACE,04-Jun-12
PRINCE'S STREET SOUTH,04-Jun-13
WIGAN ROAD,04-Jun-13
DAVID ROAD,04-Jun-12
DESMOND STREET,04-Jun-12
PEARSE SQUARE,04-Jun-12
WOODSTOCK GARDENS,04-Jun-12
BRIGHTON SQUARE,05-Jun-13
MERLYN PARK,05-Jun-13
BRIGHTON SQUARE,05-Jun-13
ROYAL CANAL BANK,05-Jun-13
MOUNTAIN VIEW ROAD,05-Jun-13
TYRCONNELL STREET,05-Jun-13
ANGLESEA ROAD,05-Jun-12
CAMBRIDGE ROAD,05-Jun-12
TYRCONNELL STREET,05-Jun-13
GROVE PARK,05-Jun-12
ANNESLEY PARK,23-Jul-13
CASTLEWOOD PARK,23-Jul-12
ARBUTUS PLACE,23-Jul-13
BLESSINGTON STREET,23-Jul-12
CULLENSWOOD PARK,23-Jul-12
LEESON PARK AVENUE,23-Jul-12
GLENGARRIFF PARADE,23-Jul-12
CRESCENT VILLAS,23-Jul-12
ORMOND ROAD SOUTH,23-Jul-12
RANELAGH ROAD,23-Jul-13
WELLINGTON ROAD,18-Jul-13
SOUTH CIRCULAR ROAD,18-Jul-13
WATERLOO ROAD,18-Jul-13
SHANDON ROAD,18-Jul-12
PRIMROSE AVENUE,18-Jul-13
CADOGAN ROAD,18-Jul-12
FITZWILLIAM SQUARE NORTH,18-Jul-13
LONG LANE,18-Jul-13
WYNNEFIELD ROAD,18-Jul-12
CABRA PARK,18-Jul-12
SAINT KEVIN'S PARADE,13-Jul-12
LEESON PARK,13-Jul-12
BRIGHTON SQUARE,13-Jul-13
NORFOLK ROAD,13-Jul-12
MOUNTPLEASANT AVENUE LOWER,13-Jul-12
FRANKFORT AVENUE,13-Jul-12
HAROLD'S CROSS ROAD,13-Jul-12
VERNON STREET,13-Jul-12
EDENVALE ROAD,13-Jul-12
CASTLEWOOD PARK,13-Jul-12
VERNON GROVE,13-Jul-13
MOUNTPLEASANT SQUARE,14-Jul-13
LOMBARD STREET WEST,14-Jul-13
PEARSE SQUARE,14-Jul-13
CLANBRASSIL STREET UPPER,14-Jul-13
BEECHWOOD AVENUE UPPER,14-Jul-12
LEINSTER ROAD WEST,14-Jul-13
LEINSTER ROAD WEST,14-Jul-13
LENNOX PLACE,11-Jul-12
RUGBY ROAD,11-Jul-12
PEMBROKE COTTAGES,11-Jul-12
MANNIX ROAD,11-Jul-13
THOMAS DAVIS STREET SOUTH,11-Jul-13
MOUNTAIN VIEW ROAD,11-Jul-13
GREENFIELD PARK,12-Jul-12
SAINT JOSEPH'S PLACE,12-Jul-13
GRAND CANAL STREET UPPER,12-Jul-13
LEESON PARK,12-Jul-12
NORTHBROOK ROAD,12-Jul-13
RAYMOND STREET,12-Jul-13
PARKVIEW AVENUE,12-Jul-13
ASHDALE ROAD,12-Jul-13
WIGAN ROAD,12-Jul-13
MEADE'S TERRACE,24-Jul-13
HAROLD'S CROSS ROAD,24-Jul-13
BLOOMFIELD AVENUE,24-Jul-13
HANNAVILLE PARK,24-Jul-13
CAMBRIDGE ROAD,24-Jul-13
CAMBRIDGE ROAD,24-Jul-13
MOREHAMPTON ROAD,24-Jul-13
DUFFERIN AVENUE,24-Jul-13
ROSEMOUNT ROAD,24-Jul-13
GRANTHAM STREET,24-Jul-12
HADDINGTON ROAD,24-Jul-13
POWER'S COURT,24-Jul-12
DODDER VIEW COTTAGES,14-Jul-12
CARLINGFORD ROAD,14-Jul-12
GROSVENOR ROAD,14-Jul-12
LEINSTER ROAD,14-Jul-12
BOTANIC AVENUE,14-Jul-12
BOTANIC AVENUE,14-Jul-12
SEAFORT AVENUE,14-Jul-12
GREENVILLE TERRACE,14-Jul-12
CARLISLE STREET,17-Jul-13
MAYFIELD ROAD,17-Jul-13
CAMBRIDGE ROAD,17-Jul-13
HANNAVILLE PARK,17-Jul-13
HAROLD'S CROSS ROAD,17-Jul-13
GROSVENOR PLACE,17-Jul-13
HAROLD'S CROSS ROAD,17-Jul-13
MOYNE ROAD,17-Jul-13
ALMEIDA AVENUE,17-Jul-13
BRIGHTON SQUARE,17-Jul-13
SAINT AUGUSTINE STREET,17-Jul-13
GROVE PARK,17-Jul-13
ASHDALE ROAD,17-Jul-13
CHARLEVILLE ROAD,12-Jul-13
WOODVILLE ROAD,12-Jul-13
WYNNEFIELD ROAD,12-Jul-13
CULLENSWOOD GARDENS,12-Jul-13
GREENVILLE TERRACE,12-Jul-13
CHESTER ROAD,12-Jul-12
ANNA VILLA,12-Jul-12
NORTHBROOK ROAD,12-Jul-12
MOUNTPLEASANT AVENUE LOWER,12-Jul-12
FITZWILLIAM PLACE (PERMIT AREA ONLY),12-Jul-13
HOLLYBANK AVENUE,12-Jul-12
PEMBROKE COTTAGES,12-Jul-12
SITRIC ROAD,12-Jul-12
GROSVENOR SQUARE,12-Jul-12
HAROLD'S CROSS COTTAGES,24-Jul-12
LOMBARD STREET WEST,24-Jul-12
BURLINGTON ROAD,24-Jul-13
RAGLAN ROAD,24-Jul-13
SHANDON ROAD,24-Jul-13
GRANTHAM STREET,25-Jul-13
MAYFIELD ROAD,25-Jul-13
MAYFIELD ROAD,25-Jul-13
FERGUS ROAD,25-Jul-13
MUNSTER STREET,25-Jul-13
FLORENCE STREET,17-Jul-12
HANNAVILLE PARK,17-Jul-12
LENNOX STREET,17-Jul-12
MOYNE ROAD,17-Jul-12
GROSVENOR ROAD,17-Jul-12
NORTH GREAT GEORGE'S STREET,17-Jul-13
SAINT PATRICK'S ROAD,17-Jul-13
AUGHRIM STREET,17-Jul-13
SAINT VINCENT STREET,17-Jul-13
KINGSLAND PARK AVENUE,16-Jul-12
KIRWAN STREET,16-Jul-13
MONCK PLACE,16-Jul-13
HANNAVILLE PARK,16-Jul-13
OAKLANDS PARK,16-Jul-13
RAGLAN LANE,16-Jul-13
GROSVENOR ROAD,16-Jul-13
BRIGHTON SQUARE,16-Jul-13
OAKLANDS PARK,16-Jul-13
PRINCE ARTHUR TERRACE ,16-Jul-13
PLEASANTS STREET,16-Jul-12
PEMBROKE STREET UPPER,16-Jul-13
MANOR STREET,26-Jul-13
ALBERT PLACE EAST,26-Jul-13
BATH AVENUE,26-Jul-13
THOMAS DAVIS STREET SOUTH,26-Jul-13
EATON SQUARE,26-Jul-13
KINGSLAND PARK AVENUE,26-Jul-13
HANNAVILLE PARK,26-Jul-13
AUBURN AVENUE,26-Jul-13
GARVILLE ROAD,26-Jul-13
MAYFIELD ROAD,26-Jul-13
PRINCE ARTHUR TERRACE,26-Jul-13
TYRCONNELL STREET,25-Jul-13
CLANBRASSIL STREET UPPER,25-Jul-13
WOLSELEY STREET,25-Jul-13
AILESBURY PARK,25-Jul-13
ROYAL CANAL BANK,25-Jul-12
TOWNSEND STREET,25-Jul-12
WINDSOR ROAD,25-Jul-12
LEINSTER ROAD,25-Jul-13
TRITONVILLE ROAD,25-Jul-12
HAROLD ROAD,25-Jul-12
MORNINGTON ROAD,19-Jul-13
YORK AVENUE,19-Jul-13
EATON SQUARE,19-Jul-13
EATON SQUARE,19-Jul-13
SITRIC ROAD,19-Jul-13
CRAWFORD AVENUE,19-Jul-13
CRAWFORD AVENUE,19-Jul-13
CRESCENT VILLAS,19-Jul-13
CRESCENT VILLAS,19-Jul-13
CRAWFORD AVENUE,19-Jul-13
PEARSE SQUARE,19-Jul-13
HAVELOCK TERRACE,19-Jul-13
HAVELOCK TERRACE,19-Jul-13
BATH AVENUE,19-Jul-13
MARLBOROUGH ROAD,19-Jul-12
HOLLES ROW,19-Jul-12
LEINSTER STREET NORTH,16-Jul-12
SPITALFIELDS,16-Jul-13
HANNAVILLE PARK,16-Jul-13
CASTLEWOOD PARK,16-Jul-12
MARINO CRESCENT,16-Jul-12
PEMBROKE ROAD,16-Jul-12
ANNA VILLA,16-Jul-12
DARTMOUTH SQUARE,16-Jul-12
CAMBRIDGE TERRACE,16-Jul-13
HATCH STREET LOWER,16-Jul-12
ARDEE ROAD,16-Jul-12
GREAT WESTERN SQUARE,16-Jul-13
GROVE PARK,16-Jul-12
MONCK PLACE,26-Jul-13
LEESON STREET UPPER,26-Jul-13
ASHFIELD ROAD,26-Jul-13
LEESON PARK AVENUE,26-Jul-13
RAYMOND STREET,26-Jul-13
CREIGHTON STREET,26-Jul-13
HADDINGTON ROAD,26-Jul-13
RUGBY ROAD,26-Jul-13
LEINSTER ROAD,26-Jul-13
CADOGAN ROAD,26-Jul-12
MOUNTAIN VIEW ROAD,26-Jul-13
OAKLANDS PARK,26-Jul-13
MOUNTAIN VIEW ROAD,26-Jul-12
LEINSTER ROAD,26-Jul-12
PEMBROKE COTTAGES,26-Jul-12
SOUTH CIRCULAR ROAD,26-Jul-12
MACKIES PLACE,26-Jul-12
KIRWAN STREET,26-Jul-12
ANNA VILLA,26-Jul-13
WARREN STREET,26-Jul-13
CASTLEWOOD PARK,26-Jul-13
ANNESLEY PARK,26-Jul-12
BOTANIC AVENUE,26-Jul-12
AUGHRIM STREET,26-Jul-12
ASHFIELD AVENUE,26-Jul-12
ǁRD RIGH ROAD,26-Jul-12
MONCK PLACE,26-Jul-13
HADDINGTON ROAD,26-Jun-13
PRINCE ARTHUR TERRACE,26-Jun-13
ASHFIELD AVENUE,26-Jun-13
GRANTHAM STREET,26-Jun-13
GRANGEGORMAN LOWER,27-Jun-13
GRANGEGORMAN LOWER,27-Jun-13
EATON SQUARE,27-Jun-12
RANELAGH AVENUE,27-Jun-13
BELGRAVE SQUARE,27-Jun-12
EATON SQUARE,27-Jun-13
ǁRD RIGH ROAD,27-Jun-13
BEECHWOOD PARK,28-Jun-12
SAINT ALBAN'S ROAD,28-Jun-13
MANOR STREET,28-Jun-13
LEESON STREET UPPER,28-Jun-13
NEW ROW SOUTH,28-Jun-13
CARLINGFORD ROAD,28-Jun-12
CARLINGFORD ROAD,28-Jun-12
DARGLE ROAD,28-Jun-13
DARGLE ROAD,28-Jun-13
SALLYMOUNT AVENUE,28-Jun-13
SOMERSET STREET,27-Jun-13
EMMET ROAD,26-Jun-13
FONTENOY STREET,26-Jun-12
MOUNTJOY SQUARE NORTH,26-Jun-12
STAMER STREET,26-Jun-12
BRENDAN ROAD,27-Jun-12
EATON SQUARE,27-Jun-13
PALMERSTON ROAD,27-Jun-12
PEMBROKE COTTAGES,19-Jul-12
CRESCENT VILLAS,19-Jul-12
ERNE STREET UPPER,19-Jul-12
CRESCENT VILLAS,19-Jul-13
CRESCENT VILLAS,19-Jul-13
CRESCENT VILLAS,19-Jul-12
GRAY SQUARE,19-Jul-12
RATHMINES ROAD UPPER,19-Jul-12
ASHDALE ROAD,19-Jul-12
PEMBROKE ROAD,19-Jul-12
AVONDALE AVENUE,19-Jul-13
SAINT IGNATIUS ROAD,19-Jul-12
BARROW STREET,19-Jul-13
EBLANA VILLAS,19-Jul-13
ORMOND SQUARE,20-Jul-13
CRESCENT VILLAS,20-Jul-13
CRESCENT VILLAS,20-Jul-13
MARLBOROUGH ROAD,19-Jun-13
WARREN STREET,19-Jun-13
MARINE DRIVE,19-Jun-13
BEECHWOOD AVENUE LOWER,19-Jun-13
FARNEY PARK,19-Jun-12
MOUNT PLEASANT AVENUE UPPER,19-Jun-13
LEINSTER PLACE,19-Jun-13
LEINSTER PLACE,19-Jun-13
EATON SQUARE,19-Jun-13
LEINSTER SQUARE,19-Jun-12
EBLANA VILLAS,19-Jun-13
EATON SQUARE,19-Jun-13
BLOOMFIELD AVENUE,19-Jun-12
EATON SQUARE,19-Jun-12
LURGAN STREET,19-Jun-12
EATON SQUARE,19-Jun-12
WINTON AVENUE,19-Jun-12
HEYTESBURY STREET,19-Jun-13
EFFRA ROAD,10-Jul-13
HANNAVILLE PARK,10-Jul-13
SOUTH DOCK STREET,10-Jul-13
MAYFIELD ROAD,10-Jul-13
HANNAVILLE PARK,10-Jul-13
HANNAVILLE PARK,10-Jul-13
SITRIC ROAD,10-Jul-13
HANNAVILLE PARK,10-Jul-13
KENILWORTH SQUARE,10-Jul-13
RATHMINES ROAD UPPER,10-Jul-13
HANNAVILLE PARK,10-Jul-13
EATON SQUARE,18-Jun-13
CHARLEVILLE ROAD,18-Jun-12
RATHMINES PARK,18-Jun-12
CHARLEVILLE ROAD,18-Jun-12
GROSVENOR ROAD,25-Jun-13
EATON SQUARE,25-Jun-12
EATON SQUARE,25-Jun-13
EATON SQUARE,25-Jun-13
MACKEN STREET,25-Jun-13
EATON SQUARE,25-Jun-12
GRAY SQUARE,25-Jun-13
BEECHWOOD AVENUE UPPER,25-Jun-13
CHELMSFORD ROAD,25-Jun-13
EATON SQUARE,25-Jun-12
OAKFIELD PLACE,25-Jun-12
THOMAS DAVIS STREET SOUTH,25-Jun-12
EATON SQUARE,25-Jun-12
HARCOURT TERRACE,25-Jun-12
EATON SQUARE,25-Jun-12
IVAR STREET,25-Jun-12
CARLINGFORD ROAD,25-Jun-13
GRANGEGORMAN LOWER,25-Jun-12
GRAY STREET,25-Jun-12
WINDSOR ROAD,28-Jun-13
NORTHBROOK AVENUE LOWER,28-Jun-12
MARLBOROUGH ROAD,28-Jun-12
DARGLE ROAD,28-Jun-12
CARLINGFORD ROAD,28-Jun-12
CURZON STREET,27-Jun-12
GOLDSMITH STREET,27-Jun-12
OAKLANDS PARK,22-Jun-13
OAKLANDS PARK,22-Jun-13
CARLINGFORD ROAD,22-Jun-13
MCMAHON STREET,22-Jun-13
LEINSTER ROAD,22-Jun-13
CARLINGFORD ROAD,22-Jun-13
CARLINGFORD ROAD,22-Jun-13
CARLINGFORD ROAD,22-Jun-13
VERGEMOUNT PARK,22-Jun-13
MOYNE ROAD,22-Jun-12
DUFFERIN AVENUE,22-Jun-12
CADOGAN ROAD,22-Jun-12
CHARLEVILLE ROAD,22-Jun-12
KEARN'S PLACE,22-Jun-12
MEATH STREET,22-Jun-13
MOUNTPLEASANT AVENUE LOWER,22-Jun-12
HOME VILLAS,22-Jun-13
CARLINGFORD ROAD,22-Jun-13
ANNESLEY PARK,22-Jun-13
HOWARD STREET,02-Jul-12
MONCK PLACE,02-Jul-13
FARNEY PARK,02-Jul-12
PERCY PLACE,24-Jun-13
EATON SQUARE,24-Jun-13
TERENURE PARK,24-Jun-13
ASHFIELD ROAD,24-Jun-12
EATON SQUARE,24-Jun-13
LEINSTER SQUARE,24-Jun-13
PEMBROKE COTTAGES,24-Jun-12
CARLINGFORD ROAD,24-Jun-13
LENNOX PLACE,24-Jun-12
CHARLEVILLE ROAD,24-Jun-13
DUFFERIN AVENUE,24-Jun-13
CHARLEVILLE ROAD,24-Jun-13
GRANTHAM STREET,24-Jun-13
BROOKVALE ROAD,24-Jun-12
LOMBARD STREET WEST,24-Jun-12
GREENMOUNT ROAD,24-Jun-12
BRIGHTON SQUARE,24-Jun-12
NORTH CIRCULAR ROAD,24-Jun-12
LONGWOOD AVENUE,24-Jun-12
APPIAN WAY,24-Jun-12
EATON SQUARE,24-Jun-13
LANGRISHE PLACE,24-Jun-13
CLANBRASSIL STREET UPPER,24-Jun-12
STAMER STREET,24-Jun-12
CADOGAN ROAD,24-Jun-13
GRAND CANAL STREET UPPER,24-Jun-13
PALMERSTON ROAD,24-Jun-12
OAKLEY ROAD,29-Jun-13
SOUTH DOCK STREET,29-Jun-13
GROVE PARK,29-Jun-13
ǁRD RIGH ROAD,29-Jun-13
IONA AVENUE,29-Jun-13
SANDFORD AVENUE,29-Jun-13
ESTATE COTTAGES,29-Jun-13
CARLINGFORD ROAD,29-Jun-12
MOUNTJOY SQUARE NORTH,29-Jun-13
DODDER VIEW COTTAGES,29-Jun-12
CADOGAN ROAD,29-Jun-12
HOLLYBROOK ROAD,29-Jun-12
MERVILLE AVENUE,29-Jun-12
LOMBARD STREET EAST,29-Jun-12
GARVILLE AVENUE,29-Jun-13
COLLIER'S AVENUE,29-Jun-12
PARK DRIVE,29-Jun-12
RATHMINES ROAD UPPER,29-Jun-12
TRITONVILLE ROAD,29-Jun-12
ASHFIELD ROAD,29-Jun-12
SOUTH CIRCULAR ROAD,29-Jun-12
SAINT MARY'S ROAD,29-Jun-12
GRAY STREET,29-Jun-12
EFFRA ROAD,29-Jun-12
PEMBROKE COTTAGES,27-Jun-12
OXFORD ROAD,27-Jun-12
MOYNE ROAD,28-Jun-12
MARLBOROUGH ROAD,28-Jun-12
GRAY SQUARE,28-Jun-12
SAINT KEVIN'S PARADE,28-Jun-12
BOW LANE WEST,28-Jun-12
SAINT IGNATIUS ROAD,28-Jun-12
DARLEY STREET,28-Jun-12
GREAT WESTERN SQUARE,28-Jun-12
WOODSTOCK GARDENS,26-Jun-12
MOYNE ROAD,28-Jun-13
HAROLD'S CROSS ROAD,26-Jun-12
HAROLD'S CROSS COTTAGES,27-Jun-13
REGINALD STREET,28-Jun-13
PEMBROKE COTTAGES,27-Jun-12
PEMBROKE COTTAGES,27-Jun-12
GLENARM AVENUE,28-Jun-13
MAIN STREET,28-Jun-12
GREENVILLE AVENUE,03-Jul-13
WELLINGTON ROAD,03-Jul-12
GREAT WESTERN SQUARE,03-Jul-13
SEAFORT VILLAS,03-Jul-12
SYNGE STREET,03-Jul-13
LEESON PARK,03-Jul-13
CADOGAN ROAD,03-Jul-13
HERBERT ROAD,03-Jul-13
ASHFIELD ROAD,03-Jul-13
CASTLEWOOD PARK,03-Jul-13
EATON SQUARE,03-Jul-13
GORDON STREET,20-Jun-13
NORFOLK ROAD,20-Jun-13
NORTH GREAT GEORGE'S STREET,20-Jun-13
WELLINGTON PLACE,20-Jun-13
MOUNTJOY SQUARE NORTH,20-Jun-13
MANOR STREET,20-Jun-13
WINDSOR ROAD,20-Jun-13
ASHFIELD AVENUE,20-Jun-13
EATON SQUARE,20-Jun-12
BRENDAN ROAD,20-Jun-12
LEO STREET,20-Jun-12
EATON SQUARE,20-Jun-12
BRIGHTON SQUARE,20-Jun-13
ELMWOOD AVENUE,20-Jun-12
EATON SQUARE,20-Jun-12
DEAN SWIFT SQUARE,20-Jun-12
ELGIN ROAD,20-Jun-12
SUSSEX ROAD,20-Jun-12
SYNGE STREET,20-Jun-12
ANGLESEA ROAD,20-Jun-12
ASHFIELD AVENUE,20-Jun-12
INNISFALLEN PARADE,20-Jun-13
BEECHWOOD AVENUE LOWER,23-Jun-13
GORDON STREET,20-Jul-13
LE VERE TERRACE,20-Jul-13
MORNINGTON ROAD,20-Jul-13
CRAWFORD AVENUE,20-Jul-12
NORTH GREAT GEORGE'S STREET,20-Jul-12
CASTLEWOOD PARK,20-Jul-12
HAROLD'S CROSS ROAD,20-Jul-12
KENILWORTH PARK,20-Jul-13
DARTMOUTH ROAD,20-Jul-12
MAYFIELD ROAD,06-Jul-13
MALONE GARDENS,06-Jul-12
CURZON STREET,06-Jul-12
SHANDON ROAD,06-Jul-13
SHANDON ROAD,06-Jul-13
SAINT PHILOMENA'S ROAD,06-Jul-12
DARGLE ROAD,06-Jul-12
BELGRAVE ROAD,06-Jul-13
EMERALD COTTAGES,06-Jul-12
HOME VILLAS,06-Jul-12
GARVILLE AVENUE,06-Jul-12
GROVE PARK,06-Jul-13
KENILWORTH SQUARE,06-Jul-12
MERTON AVENUE,06-Jul-12
OAKLANDS PARK,06-Jul-12
PRICE'S PLACE,06-Jul-12
GROSVENOR ROAD,06-Jul-12
HOWARD STREET,06-Jul-12
WATERLOO AVENUE,06-Jul-13
DARTMOUTH PLACE,06-Jul-12
EMORVILLE AVENUE,06-Jul-13
LEESON PARK,03-Jul-12
HANNAVILLE PARK,03-Jul-13
ROYAL CANAL BANK,03-Jul-12
DORIS STREET,03-Jul-12
GREENVILLE AVENUE,03-Jul-12
NORTHBROOK AVENUE LOWER,03-Jul-13
GREENVILLE AVENUE,03-Jul-12
PEMBROKE COTTAGES,03-Jul-12
FRANKFORT AVENUE,03-Jul-12
MOYNE ROAD,09-Jul-13
BEECHWOOD PARK,09-Jul-13
SANDYMOUNT GREEN,09-Jul-13
AILESBURY ROAD,09-Jul-13
MUNSTER STREET,09-Jul-13
MARGARET PLACE,09-Jul-13
LENNOX STREET,09-Jul-13
SAINT PATRICK'S ROAD,09-Jul-13
SAINT PATRICK'S ROAD,09-Jul-13
ASHFIELD ROAD,09-Jul-13
HAROLD'S CROSS ROAD,09-Jul-13
PALMERSTON ROAD,09-Jul-13
MUNSTER STREET,23-Jun-13
CARLINGFORD ROAD,23-Jun-13
CARLINGFORD ROAD,23-Jun-13
OXFORD ROAD,23-Jun-13
CARLINGFORD ROAD,23-Jun-13
LE VERE TERRACE,23-Jun-12
LE VERE TERRACE,23-Jun-12
